"date","location","category","payment_location","payment_status","payment_mode","membership_product","gross_member_count","gross_amount"
"2025-02-27","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","23","4450.0"
"2025-02-27","JWM","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","420.0"
"2025-02-27","JWM","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","3","10500.0"
"2025-02-27","JWM","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1085.0"
"2025-02-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","18","19220.0"
"2025-02-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","1","4570.0"
"2025-02-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","3440.0"
"2025-02-28","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","16","4200.0"
"2025-02-28","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","14","8100.0"
"2025-02-28","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","3","0.0"
"2025-02-28","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","202","39400.0"
"2025-02-28","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","3","1950.0"
"2025-02-28","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","2550.0"
"2025-03-01","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","16040.0"
"2025-03-01","AHP","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","2","10240.0"
"2025-03-01","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","18","4100.0"
"2025-03-01","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","12 MONTH","17","71400.0"
"2025-03-01","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","254","130200.0"
"2025-03-01","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","6 MONTH","4","3600.0"
"2025-03-01","JAP","CORPORATE","POINT OF SALES","PAID","CASH","3 MONTH","2","900.0"
"2025-03-01","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2025-03-01","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","4","0.0"
"2025-03-01","JAP","DIRECT","POINT OF SALES","PAID","BOTH","3 MONTH","1","450.0"
"2025-03-01","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","246","48050.0"
"2025-03-01","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","2","900.0"
"2025-03-01","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","17","3550.0"
"2025-03-01","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","43","22950.0"
"2025-03-01","JWM","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","420.0"
"2025-03-01","JWM","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","2","7000.0"
"2025-03-02","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","32","46080.0"
"2025-03-02","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","17","3750.0"
"2025-03-02","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","12 MONTH","1","4200.0"
"2025-03-02","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","189","89250.0"
"2025-03-02","JAP","DIRECT","POINT OF SALES","FREE","CASH","3 MONTH","2","0.0"
"2025-03-02","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","3","0.0"
"2025-03-02","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","2","500.0"
"2025-03-02","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","230","47700.0"
"2025-03-02","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","4","2400.0"
"2025-03-02","JAP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","1","2100.0"
"2025-03-02","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","22","4100.0"
"2025-03-02","JWM","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","2","7000.0"
"2025-03-02","JWM","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1085.0"
"2025-03-02","JWM","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","1890.0"
"2025-03-03","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","6","8640.0"
"2025-03-03","JAP","CORPORATE","POINT OF SALES","FREE","BOTH","12 MONTH","1","0.0"
"2025-03-03","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","15","3600.0"
"2025-03-03","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","51","23550.0"
"2025-03-03","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","6 MONTH","27","24300.0"
"2025-03-03","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2025-03-03","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2025-03-03","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","5","0.0"
"2025-03-03","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","220","43150.0"
"2025-03-03","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","19","3250.0"
"2025-03-03","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","450.0"
"2025-03-03","JWM","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","1","3500.0"
"2025-03-03","JWM","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1085.0"
"2025-03-03","JWM","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","2","3540.0"
"2025-03-04","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","12","17280.0"
"2025-03-04","AHP","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","2","10240.0"
"2025-03-04","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","13","2950.0"
"2025-03-04","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","12 MONTH","1","4200.0"
"2025-03-04","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","246","128100.0"
"2025-03-04","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2025-03-04","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2025-03-04","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","4","0.0"
"2025-03-04","JAP","DIRECT","POINT OF SALES","PAID","BOTH","3 MONTH","3","1350.0"
"2025-03-04","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","174","36900.0"
"2025-03-04","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","10","2300.0"
"2025-03-04","JWM","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","840.0"
"2025-03-04","JWM","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","1","3500.0"
"2025-03-04","JWM","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","1890.0"
"2025-03-05","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","8","10180.0"
"2025-03-05","AHP","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","2","9690.0"
"2025-03-05","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","2","6630.0"
"2025-03-05","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","23","4450.0"
"2025-03-05","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","266","126300.0"
"2025-03-05","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2025-03-05","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","4","0.0"
"2025-03-05","JAP","DIRECT","POINT OF SALES","PAID","BOTH","3 MONTH","1","450.0"
"2025-03-05","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","140","31450.0"
"2025-03-05","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","1","1050.0"
"2025-03-05","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","15","3650.0"
"2025-03-05","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","450.0"
"2025-03-05","JWM","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","420.0"
"2025-03-05","JWM","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","1","3500.0"
"2025-03-06","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","6","5960.0"
"2025-03-06","AHP","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","2","9140.0"
"2025-03-06","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","15","2850.0"
"2025-03-06","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","12 MONTH","1","4200.0"
"2025-03-06","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","93","45000.0"
"2025-03-06","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2025-03-06","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","3","850.0"
"2025-03-06","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","170","34850.0"
"2025-03-06","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","2","1500.0"
"2025-03-06","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","15","3250.0"
"2025-03-06","JWM","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","2","2170.0"
"2025-03-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","5120.0"
"2025-03-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","1","4570.0"
"2025-03-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1200.0"
"2025-03-07","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","2400.0"
"2025-03-07","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","25","4950.0"
"2025-03-07","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","209","95850.0"
"2025-03-07","JAP","CORPORATE","POINT OF SALES","PAID","CARD","3 MONTH","2","900.0"
"2025-03-07","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2025-03-07","JAP","DIRECT","POINT OF SALES","FREE","CASH","3 MONTH","1","0.0"
"2025-03-07","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","150.0"
"2025-03-07","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","122","25400.0"
"2025-03-07","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","9","1750.0"
"2025-03-08","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","5760.0"
"2025-03-08","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","26","4300.0"
"2025-03-08","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","12 MONTH","1","4200.0"
"2025-03-08","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","153","92250.0"
"2025-03-08","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2025-03-08","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2025-03-08","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","4","0.0"
"2025-03-08","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","3","450.0"
"2025-03-08","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","115","22450.0"
"2025-03-08","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","1","450.0"
"2025-03-08","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","2350.0"
"2025-03-09","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","4320.0"
"2025-03-09","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","16","3600.0"
"2025-03-09","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","12 MONTH","10","34800.0"
"2025-03-09","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","29","19650.0"
"2025-03-09","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2025-03-09","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2025-03-09","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","2","0.0"
"2025-03-09","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","350.0"
"2025-03-09","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","157","30450.0"
"2025-03-09","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","3","1350.0"
"2025-03-09","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","8","1600.0"
"2025-03-09","JWM","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","1","1890.0"
"2025-03-09","JWM","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","420.0"
"2025-03-09","JWM","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","2","7000.0"
"2025-03-09","JWM","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","2","3540.0"
"2025-03-10","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","4320.0"
"2025-03-10","AHP","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","2","9690.0"
"2025-03-10","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","9","2350.0"
"2025-03-10","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","12 MONTH","17","71400.0"
"2025-03-10","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","29","25200.0"
"2025-03-10","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","4","0.0"
"2025-03-10","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","2","0.0"
"2025-03-10","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","5","0.0"
"2025-03-10","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","150.0"
"2025-03-10","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","130","25650.0"
"2025-03-10","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","10","2100.0"
"2025-03-10","JWM","CORPORATE","POINT OF SALES","PAID","CARD","12 MONTH","7","63000.0"
"2025-03-10","JWM","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","2","7000.0"
"2025-03-10","JWM","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","1650.0"
"2025-03-11","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","1440.0"
"2025-03-11","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","12","2800.0"
"2025-03-11","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","19","11550.0"
"2025-03-11","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2025-03-11","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","4","0.0"
"2025-03-11","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","6","0.0"
"2025-03-11","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","95","21850.0"
"2025-03-11","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","2","900.0"
"2025-03-11","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","2550.0"
"2025-03-11","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","2","2100.0"
"2025-03-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","400.0"
"2025-03-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1200.0"
"2025-03-12","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","2400.0"
"2025-03-12","JAP","CORPORATE","POINT OF SALES","FREE","BOTH","6 MONTH","1","0.0"
"2025-03-12","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","16","3000.0"
"2025-03-12","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","30","19050.0"
"2025-03-12","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2025-03-12","JAP","DIRECT","POINT OF SALES","FREE","CASH","3 MONTH","3","0.0"
"2025-03-12","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","5","0.0"
"2025-03-12","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","6","900.0"
"2025-03-12","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","105","21150.0"
"2025-03-12","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","3","2550.0"
"2025-03-12","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","2950.0"
"2025-03-13","AHP","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","2","10240.0"
"2025-03-13","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","19","4250.0"
"2025-03-13","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","17","9450.0"
"2025-03-13","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2025-03-13","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","6","0.0"
"2025-03-13","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","150.0"
"2025-03-13","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","92","18700.0"
"2025-03-13","JAP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","1","2100.0"
"2025-03-13","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","8","2000.0"
"2025-03-13","JWM","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1085.0"
"2025-03-14","AHP","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","1","5120.0"
"2025-03-14","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","12","2400.0"
"2025-03-14","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","24","13200.0"
"2025-03-14","JAP","DIRECT","POINT OF SALES","FREE","CARD","1 MONTH","1","0.0"
"2025-03-14","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","3","0.0"
"2025-03-14","JAP","DIRECT","POINT OF SALES","PAID","BOTH","3 MONTH","1","450.0"
"2025-03-14","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","82","17500.0"
"2025-03-14","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","1","1050.0"
"2025-03-14","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","8","1600.0"
"2025-03-15","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","4","3680.0"
"2025-03-15","AHP","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","1","5120.0"
"2025-03-15","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1200.0"
"2025-03-15","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","2","5840.0"
"2025-03-15","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","9","1750.0"
"2025-03-15","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","20","13650.0"
"2025-03-15","JAP","DIRECT","POINT OF SALES","FREE","CARD","6 MONTH","1","0.0"
"2025-03-15","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","5","0.0"
"2025-03-15","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","150.0"
"2025-03-15","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","105","20300.0"
"2025-03-15","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","1650.0"
"2025-03-16","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","3440.0"
"2025-03-16","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","23","5800.0"
"2025-03-16","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","69","40050.0"
"2025-03-16","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","6 MONTH","1","2100.0"
"2025-03-16","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","3","0.0"
"2025-03-16","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2025-03-16","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","5","0.0"
"2025-03-16","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","113","23700.0"
"2025-03-16","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","1","450.0"
"2025-03-16","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","14","2700.0"
"2025-03-16","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","3","1350.0"
"2025-03-16","JWM","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","1","3000.0"
"2025-03-17","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","7","1250.0"
"2025-03-17","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","41","21450.0"
"2025-03-17","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2025-03-17","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","2","0.0"
"2025-03-17","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","2","300.0"
"2025-03-17","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","76","16300.0"
"2025-03-17","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","1","450.0"
"2025-03-17","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","1450.0"
"2025-03-17","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","2","900.0"
"2025-03-17","JWM","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","420.0"
"2025-03-18","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","1790.0"
"2025-03-18","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1050.0"
"2025-03-18","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","2100.0"
"2025-03-18","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","60","19600.0"
"2025-03-18","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","12 MONTH","6","13200.0"
"2025-03-18","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","34","22650.0"
"2025-03-18","JAP","DIRECT","POINT OF SALES","FREE","CARD","6 MONTH","1","0.0"
"2025-03-18","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2025-03-18","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","3","0.0"
"2025-03-18","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","192","33350.0"
"2025-03-18","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","2550.0"
"2025-03-19","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","1440.0"
"2025-03-19","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","800.0"
"2025-03-19","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","2","2400.0"
"2025-03-19","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","2","5540.0"
"2025-03-19","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","12","2400.0"
"2025-03-19","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","12 MONTH","5","9000.0"
"2025-03-19","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","32","16800.0"
"2025-03-19","JAP","DIRECT","POINT OF SALES","FREE","CARD","1 MONTH","1","0.0"
"2025-03-19","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2025-03-19","JAP","DIRECT","POINT OF SALES","FREE","CASH","3 MONTH","2","0.0"
"2025-03-19","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","4","0.0"
"2025-03-19","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","2","500.0"
"2025-03-19","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","92","19400.0"
"2025-03-19","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","3","1950.0"
"2025-03-19","JAP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","1","900.0"
"2025-03-19","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","12","2400.0"
"2025-03-19","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","3","1350.0"
"2025-03-19","JWM","CORPORATE","POINT OF SALES","PAID","BOTH","12 MONTH","3","10500.0"
"2025-03-20","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","1840.0"
"2025-03-20","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","15","3050.0"
"2025-03-20","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","12 MONTH","1","1800.0"
"2025-03-20","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","22","11700.0"
"2025-03-20","JAP","DIRECT","POINT OF SALES","FREE","CARD","6 MONTH","1","0.0"
"2025-03-20","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2025-03-20","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2025-03-20","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","4","0.0"
"2025-03-20","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","150.0"
"2025-03-20","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","96","19150.0"
"2025-03-20","JAP","DIRECT","POINT OF SALES","PAID","CARD","12 MONTH","1","4200.0"
"2025-03-20","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","2","900.0"
"2025-03-20","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","16","3350.0"
"2025-03-20","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","450.0"
"2025-03-20","JWM","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","1","3500.0"
"2025-03-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","2","1790.0"
"2025-03-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1050.0"
"2025-03-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","2100.0"
"2025-03-21","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","12","2400.0"
"2025-03-21","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","18","9300.0"
"2025-03-21","JAP","DIRECT","POINT OF SALES","FREE","CARD","6 MONTH","1","0.0"
"2025-03-21","JAP","DIRECT","POINT OF SALES","FREE","CASH","3 MONTH","1","0.0"
"2025-03-21","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","5","0.0"
"2025-03-21","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","3","450.0"
"2025-03-21","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","91","17650.0"
"2025-03-21","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","8","1600.0"
